item	title
81564	Megamind (2010)
64575	Doubt (2008)
4144	In the Mood For Love (Fa yeung nin wa) (2000)
45210	United 93 (2006)
2137	Charlotte's Web (1973)
3869	Naked Gun 2 1/2: The Smell of Fear, The (1991)
3508	Outlaw Josey Wales, The (1976)
2731	400 Blows, The (Les quatre cents coups) (1959)
84954	Adjustment Bureau, The (2011)
54881	King of Kong, The (2007)
90866	Hugo (2011)
1348	Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)
27803	Sea Inside, The (Mar adentro) (2004)
6242	Ringu (Ring) (1998)
1296	Room with a View, A (1986)
6618	Shaolin Soccer (Siu lam juk kau) (2001)
87306	Super 8 (2011)
1248	Touch of Evil (1958)
4857	Fiddler on the Roof (1971)
246	Hoop Dreams (1994)
2176	Rope (1948)
2687	Tarzan (1999)
3307	City Lights (1931)
2729	Lolita (1962)
27846	Corporation, The (2003)
2134	Weird Science (1985)
65261	Ponyo (Gake no ue no Ponyo) (2008)
3635	Spy Who Loved Me, The (1977)
52435	How the Grinch Stole Christmas! (1966)
7139	In America (2002)
7569	You Only Live Twice (1967)
71899	Mary and Max (2009)
3271	Of Mice and Men (1992)
1125	Return of the Pink Panther, The (1975)
81229	Red (2010)
562	Welcome to the Dollhouse (1995)
63859	Bolt (2008)
3608	Pee-wee's Big Adventure (1985)
40732	Descent, The (2005)
2289	Player, The (1992)
837	Matilda (1996)
8966	Kinsey (2004)
3060	Commitments, The (1991)
48696	Little Children (2006)
3498	Midnight Express (1978)
4467	Adventures of Baron Munchausen, The (1988)
151	Rob Roy (1995)
43396	World's Fastest Indian, The (2005)
2993	Thunderball (1965)
2819	Three Days of the Condor (3 Days of the Condor) (1975)
3551	Marathon Man (1976)
6552	Dirty Pretty Things (2002)
3263	White Men Can't Jump (1992)
2966	Straight Story, The (1999)
955	Bringing Up Baby (1938)
1019	20,000 Leagues Under the Sea (1954)
2857	Yellow Submarine (1968)
8207	Day of the Jackal, The (1973)
1241	Dead Alive (Braindead) (1992)
3088	Harvey (1950)
2083	Muppet Christmas Carol, The (1992)
905	It Happened One Night (1934)
8370	Blind Swordsman: Zatoichi, The (Zatôichi) (2003)
52885	Paprika (Papurika) (2006)
8973	Bad Education (La mala educación) (2004)
33154	Enron: The Smartest Guys in the Room (2005)
71033	Secret in Their Eyes, The (El secreto de sus ojos) (2009)
105	Bridges of Madison County, The (1995)
5147	Wild Strawberries (Smultronstället) (1957)
2360	Celebration, The (Festen) (1998)
60766	Man on Wire (2008)
2352	Big Chill, The (1983)
2770	Bowfinger (1999)
63072	Road, The (2009)
27821	Interpreter, The (2005)
3654	Guns of Navarone, The (1961)
1251	8 1/2 (8½) (1963)
2117	1984 (Nineteen Eighty-Four) (1984)
965	39 Steps, The (1935)
1950	In the Heat of the Night (1967)
8781	Manchurian Candidate, The (2004)
7158	House of Sand and Fog (2003)
3676	Eraserhead (1977)
80906	Inside Job (2010)
52952	This Is England (2006)
2730	Barry Lyndon (1975)
6296	Mighty Wind, A (2003)
1965	Repo Man (1984)
47999	Jesus Camp (2006)
951	His Girl Friday (1940)
1959	Out of Africa (1985)
4008	Born on the Fourth of July (1989)
67734	Adventureland (2009)
708	Truth About Cats & Dogs, The (1996)
26131	Battle of Algiers, The (La battaglia di Algeri) (1966)
6774	Videodrome (1983)
265	Like Water for Chocolate (Como agua para chocolate) (1992)
7034	Show Me Love (Fucking Åmål) (1998)
3503	Solaris (Solyaris) (1972)
4967	No Man's Land (2001)
3104	Midnight Run (1988)
5446	Rabbit-Proof Fence (2002)
5294	Frailty (2001)
3429	Creature Comforts (1989)
53956	Death at a Funeral (2007)
198	Strange Days (1995)
89904	Artist, The (2011)
2973	Crimes and Misdemeanors (1989)
2141	American Tail, An (1986)
2565	King and I, The (1956)
43936	16 Blocks (2006)
69	Friday (1995)
54736	Kingdom, The (2007)
49961	Notes on a Scandal (2006)
2662	War of the Worlds, The (1953)
1232	Stalker (1979)
30822	In Good Company (2004)
7013	Night of the Hunter, The (1955)
3741	Badlands (1973)
58303	Counterfeiters, The (Die Fälscher) (2007)
5008	Witness for the Prosecution (1957)
3507	Odd Couple, The (1968)
51080	Breach (2007)
71057	9 (2009)
5500	Top Secret! (1984)
97	Hate (Haine, La) (1995)
2726	Killing, The (1956)
78574	Winter's Bone (2010)
4914	Breathless (À bout de souffle) (1960)
8042	Mean Streets (1973)
3265	Hard-Boiled (Lat sau san taam) (1992)
162	Crumb (1994)
7132	Night at the Opera, A (1935)
58047	Definitely, Maybe (2008)
8623	Roxanne (1987)
33880	Me and You and Everyone We Know (2005)
32031	Robots (2005)
1344	Cape Fear (1962)
60756	Step Brothers (2008)
74545	Ghost Writer, The (2010)
49822	Good Shepherd, The (2006)
3629	Gold Rush, The (1925)
30803	3-Iron (Bin-jip) (2004)
940	Adventures of Robin Hood, The (1938)
866	Bound (1996)
6380	Capturing the Friedmans (2003)
1211	Wings of Desire (Himmel über Berlin, Der) (1987)
56171	Golden Compass, The (2007)
2108	L.A. Story (1991)
27801	Ong-Bak: The Thai Warrior (Ong Bak) (2003)
69526	Transformers: Revenge of the Fallen (2009)
59501	Chronicles of Narnia: Prince Caspian, The (2008)
55267	Dan in Real Life (2007)
71464	Serious Man, A (2009)
73344	Prophet, A (Un Prophète) (2009)
1147	When We Were Kings (1996)
6890	Elephant (2003)
27266	2046 (2004)
1243	Rosencrantz and Guildenstern Are Dead (1990)
4642	Hedwig and the Angry Inch (2000)
262	Little Princess, A (1995)
42632	Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005)
7076	Bullitt (1968)
852	Tin Cup (1996)
2664	Invasion of the Body Snatchers (1956)
5541	Hot Shots! (1991)
6987	Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)
7063	Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)
8154	Dolce Vita, La (1960)
27317	Audition (Ôdishon) (1999)
1273	Down by Law (1986)
61236	Waltz with Bashir (Vals im Bashir) (2008)
39381	Proposition, The (2005)
42004	Transamerica (2005)
5135	Monsoon Wedding (2001)
6297	Holes (2003)
3882	Bring It On (2000)
3022	General, The (1926)
3196	Stalag 17 (1953)
3095	Grapes of Wrath, The (1940)
1218	Killer, The (Die xue shuang xiong) (1989)
950	Thin Man, The (1934)
48783	Flags of Our Fathers (2006)
7419	After Hours (1985)
4041	Officer and a Gentleman, An (1982)
7327	Persona (1966)
2989	For Your Eyes Only (1981)
2114	Outsiders, The (1983)
55805	Before the Devil Knows You're Dead (2007)
1958	Terms of Endearment (1983)
1013	Parent Trap, The (1961)
84944	Rango (2011)
5881	Solaris (2002)
57274	[REC] (2007)
3526	Parenthood (1989)
5747	Gallipoli (1981)
90746	Adventures of Tintin, The (2011)
1301	Forbidden Planet (1956)
599	Wild Bunch, The (1969)
1385	Under Siege (1992)
7386	Ten Commandments, The (1956)
7044	Wild at Heart (1990)
5577	Igby Goes Down (2002)
2841	Stir of Echoes (1999)
290	Once Were Warriors (1994)
33903	Edukators, The (Die Fetten Jahre sind vorbei) (2004)
4033	Thirteen Days (2000)
4406	Man Who Shot Liberty Valance, The (1962)
2843	Black Cat, White Cat (Crna macka, beli macor) (1998)
1280	Raise the Red Lantern (Da hong deng long gao gao gua) (1991)
3844	Steel Magnolias (1989)
27728	Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004)
53550	Rescue Dawn (2006)
6001	King of Comedy, The (1983)
1354	Breaking the Waves (1996)
3019	Drugstore Cowboy (1989)
1303	Man Who Would Be King, The (1975)
6669	Ikiru (1952)
123	Chungking Express (Chung Hing sam lam) (1994)
3959	Time Machine, The (1960)
26729	Hearts of Darkness: A Filmmakers Apocalypse (1991)
49274	Happy Feet (2006)
84392	Lincoln Lawyer, The (2011)
52975	Hairspray (2007)
1589	Cop Land (1997)
7460	Coffee and Cigarettes (2003)
232	Eat Drink Man Woman (Yin shi nan nu) (1994)
2648	Frankenstein (1931)
4754	Wicker Man, The (1973)
47423	Half Nelson (2006)
26242	Duel (1971)
87869	Horrible Bosses (2011)
59018	Visitor, The (2007)
2863	Hard Day's Night, A (1964)
535	Short Cuts (1993)
67997	In the Loop (2009)
3359	Breaking Away (1979)
34153	Murderball (2005)
2183	Man Who Knew Too Much, The (1956)
194	Smoke (1995)
55444	Control (2007)
2579	Following (1998)
1224	Henry V (1989)
89804	Ides of March, The (2011)
3801	Anatomy of a Murder (1959)
1537	Shall We Dance? (Shall We Dansu?) (1996)
34338	Aristocrats, The (2005)
1289	Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)
56607	Kite Runner, The (2007)
7123	Naked Lunch (1991)
2459	Texas Chainsaw Massacre, The (1974)
71745	Where the Wild Things Are (2009)
69640	Public Enemies (2009)
1416	Evita (1996)
7766	Throne of Blood (Kumonosu jô) (1957)
1131	Jean de Florette (1986)
3037	Little Big Man (1970)
64983	Valkyrie (2008)
4902	Devil's Backbone, The (Espinazo del diablo, El) (2001)
3451	Guess Who's Coming to Dinner (1967)
1956	Ordinary People (1980)
2118	Dead Zone, The (1983)
78039	Blue Valentine (2010)
6286	Man Without a Past, The (Mies vailla menneisyyttä) (2002)
1031	Bedknobs and Broomsticks (1971)
41716	Matador, The (2005)
8507	Freaks (1932)
31804	Night Watch (Nochnoy dozor) (2004)
44788	This Film Is Not Yet Rated (2006)
45668	Lake House, The (2006)
50601	Bridge to Terabithia (2007)
3545	Cabaret (1972)
3365	Searchers, The (1956)
7116	Diabolique (Les diaboliques) (1955)
65130	Revolutionary Road (2008)
4546	Vanishing, The (Spoorloos) (1988)
3668	Romeo and Juliet (1968)
62155	Nick and Norah's Infinite Playlist (2008)
6303	Andromeda Strain, The (1971)
3993	Quills (2000)
7934	Zelig (1983)
1305	Paris, Texas (1984)
2203	Shadow of a Doubt (1943)
7001	Invasion of the Body Snatchers (1978)
6593	Freaky Friday (2003)
3479	Ladyhawke (1985)
8827	Bill Cosby, Himself (1983)
4378	Sexy Beast (2000)
8937	Friday Night Lights (2004)
49772	Painted Veil, The (2006)
30820	Woodsman, The (2004)
2917	Body Heat (1981)
1678	Joy Luck Club, The (1993)
4703	Chocolat (1988)
45928	Who Killed the Electric Car? (2006)
2132	Who's Afraid of Virginia Woolf? (1966)
27790	Millions (2004)
52042	Black Book (Zwartboek) (2006)
7925	Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)
38798	In Her Shoes (2005)
2133	Adventures in Babysitting (1987)
86190	Hanna (2011)
1927	All Quiet on the Western Front (1930)
50685	Waitress (2007)
2208	Lady Vanishes, The (1938)
68159	State of Play (2009)
72720	Single Man, A (2009)
3062	Longest Day, The (1962)
934	Father of the Bride (1950)
66665	Away We Go (2009)
36276	Hidden (a.k.a. Cache) (Caché) (2005)
230	Dolores Claiborne (1995)
3461	Lord of the Flies (1963)
1297	Real Genius (1985)
89470	Contagion (2011)
2924	Drunken Master (Jui kuen) (1978)
37240	Why We Fight (2005)
6808	Where Eagles Dare (1968)
2013	Poseidon Adventure, The (1972)
2921	High Plains Drifter (1973)
55069	4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)
5693	Saturday Night Fever (1977)
3742	Battleship Potemkin (1925)
647	Courage Under Fire (1996)
3706	Angel Heart (1987)
3469	Inherit the Wind (1960)
44709	Akeelah and the Bee (2006)
3334	Key Largo (1948)
1096	Sophie's Choice (1982)
52241	Lookout, The (2007)
48322	Jackass Number Two (2006)
73023	Crazy Heart (2009)
7980	Bridge Too Far, A (1977)
62511	Synecdoche, New York (2008)
2474	Color of Money, The (1986)
6291	Lilya 4-Ever (Lilja 4-ever) (2002)
33834	Land of the Dead (2005)
6305	Fahrenheit 451 (1966)
71282	Food, Inc. (2008)
2677	Buena Vista Social Club (1999)
4427	Lion in Winter, The (1968)
5508	24 Hour Party People (2002)
1124	On Golden Pond (1981)
6954	Barbarian Invasions, The (Les invasions barbares) (2003)
85774	Senna (2010)
68952	Drag Me to Hell (2009)
7265	Dreamers, The (2003)
48982	Flushed Away (2006)
58299	Horton Hears a Who! (2008)
1179	Grifters, The (1990)
3633	On Her Majesty's Secret Service (1969)
60	Indian in the Cupboard, The (1995)
2065	Purple Rose of Cairo, The (1985)
3536	Keeping the Faith (2000)
1189	Thin Blue Line, The (1988)
3788	Blow-Up (Blowup) (1966)
35957	Red Eye (2005)
348	Bullets Over Broadway (1994)
8337	Caine Mutiny, The (1954)
1279	Night on Earth (1991)
45880	Marie Antoinette (2006)
51709	Host, The (Gwoemul) (2006)
79242	Kids Are All Right, The (2010)
971	Cat on a Hot Tin Roof (1958)
2764	Thomas Crown Affair, The (1968)
2243	Broadcast News (1987)
2022	Last Temptation of Christ, The (1988)
4465	Accused, The (1988)
800	Lone Star (1996)
38304	No Direction Home: Bob Dylan (2005)
994	Big Night (1996)
3505	No Way Out (1987)
272	Madness of King George, The (1994)
7027	Silverado (1985)
1078	Bananas (1971)
45	To Die For (1995)
1916	Buffalo '66 (a.k.a. Buffalo 66) (1998)
52	Mighty Aphrodite (1995)
3983	You Can Count on Me (2000)
7064	Beauty and the Beast (La belle et la bête) (1946)
34271	Hustle & Flow (2005)
36527	Proof (2005)
7234	Strada, La (1954)
5267	Rookie, The (2002)
25788	Scarface (1932)
7137	Cooler, The (2003)
61729	Ghost Town (2008)
5120	Sleuth (1972)
8253	Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)
4322	Eight Men Out (1988)
89753	Tinker Tailor Soldier Spy (2011)
6724	Paper Moon (1973)
27878	Born into Brothels (2004)
2245	Working Girl (1988)
3152	Last Picture Show, The (1971)
1711	Midnight in the Garden of Good and Evil (1997)
6639	Wait Until Dark (1967)
3814	Love and Death (1975)
3917	Hellraiser (1987)
27727	Head-On (Gegen die Wand) (2004)
942	Laura (1944)
67408	Monsters vs. Aliens (2009)
65216	Defiance (2008)
1719	Sweet Hereafter, The (1997)
2454	Fly, The (1958)
41863	Three Burials of Melquiades Estrada, The (2006)
1132	Manon of the Spring (Manon des sources) (1986)
8879	Murder on the Orient Express (1974)
65642	Timecrimes (Cronocrímenes, Los) (2007)
69784	Brüno (Bruno) (2009)
55094	In the Valley of Elah (2007)
3067	Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
3250	Alive (1993)
6791	Babette's Feast (Babettes gæstebud) (1987)
8633	Last Starfighter, The (1984)
1889	Insomnia (1997)
1277	Cyrano de Bergerac (1990)
8477	Pier, The (Jetée, La) (1962)
7836	Woodstock (1970)
6666	Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)
5959	Narc (2002)
1834	Spanish Prisoner, The (1997)
1041	Secrets & Lies (1996)
6650	Kind Hearts and Coronets (1949)
54372	Tell No One (Ne le dis à personne) (2006)
72395	Precious (2009)
4329	Rio Bravo (1959)
46850	Wordplay (2006)
2810	Perfect Blue (1997)
2905	Sanjuro (Tsubaki Sanjûrô) (1962)
7121	Adam's Rib (1949)
4210	Manhunter (1986)
7073	Shot in the Dark, A (1964)
4280	World According to Garp, The (1982)
2732	Jules and Jim (Jules et Jim) (1961)
43376	Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005)
2068	Fanny and Alexander (Fanny och Alexander) (1982)
2859	Stop Making Sense (1984)
66509	Funny People (2009)
6301	Straw Dogs (1971)
26084	Music Man, The (1962)
3819	Tampopo (1985)
42418	New World, The (2005)
3699	Starman (1984)
6645	THX 1138 (1971)
7215	To Have and Have Not (1944)
71462	Cove, The (2009)
2384	Babe: Pig in the City (1998)
34528	Junebug (2005)
46965	Snakes on a Plane (2006)
8607	Tokyo Godfathers (2003)
4903	In the Bedroom (2001)
7700	Wages of Fear, The (Salaire de la peur, Le) (1953)
7018	Presumed Innocent (1990)
3071	Stand and Deliver (1988)
3157	Stuart Little (1999)
86911	Hangover Part II, The (2011)
1300	My Life as a Dog (Mitt liv som hund) (1985)
60487	It's the Great Pumpkin, Charlie Brown (1966)
1017	Swiss Family Robinson (1960)
74795	Green Zone (2010)
1949	Man for All Seasons, A (1966)
7706	Animal Crackers (1930)
44204	Tsotsi (2005)
8128	Au revoir les enfants (1987)
4020	Gift, The (2000)
3310	Kid, The (1921)
493	Menace II Society (1993)
78209	Get Him to the Greek (2010)
32598	Fever Pitch (2005)
7587	Samouraï, Le (Godson, The) (1967)
2333	Gods and Monsters (1998)
6852	In Cold Blood (1967)
2357	Central Station (Central do Brasil) (1998)
56333	Savages, The (2007)
7091	Horse Feathers (1932)
7560	Fail-Safe (1964)
7566	28 Up (1985)
4519	Land Before Time, The (1988)
6932	Shattered Glass (2003)
5505	Good Girl, The (2002)
89759	Separation, A (Jodaeiye Nader az Simin) (2011)
8951	Vera Drake (2004)
6985	Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)
6617	Open Range (2003)
6777	Judgment at Nuremberg (1961)
63853	Australia (2008)
66371	Departures (Okuribito) (2008)
2926	Hairspray (1988)
8542	Day at the Races, A (1937)
33639	Mad Hot Ballroom (2005)
6881	Pieces of April (2003)
31364	Memories of Murder (Salinui chueok) (2003)
85342	Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010)
507	Perfect World, A (1993)
25771	Andalusian Dog, An (Chien andalou, Un) (1929)
3134	Grand Illusion (La grande illusion) (1937)
71518	Whip It (2009)
3068	Verdict, The (1982)
26150	Andrei Rublev (Andrey Rublyov) (1969)
1023	Winnie the Pooh and the Blustery Day (1968)
6299	Winged Migration (Peuple migrateur, Le) (2001)
33669	Sisterhood of the Traveling Pants, The (2005)
5970	My Girl (1991)
154	Beauty of the Day (Belle de jour) (1967)
5812	Far from Heaven (2002)
1202	Withnail & I (1987)
3091	Kagemusha (1980)
7084	Play It Again, Sam (1972)
71211	Informant!, The (2009)
1295	Unbearable Lightness of Being, The (1988)
665	Underground (1995)
8880	Mask (1985)
68848	Brothers Bloom, The (2008)
1173	Cook the Thief His Wife & Her Lover, The (1989)
6591	Magdalene Sisters, The (2002)
1809	Fireworks (Hana-bi) (1997)
1176	Double Life of Veronique, The (Double Vie de Véronique, La) (1991)
3201	Five Easy Pieces (1970)
6538	Swimming Pool (2003)
39414	Shopgirl (2005)
3097	Shop Around the Corner, The (1940)
5602	Ladykillers, The (1955)
538	Six Degrees of Separation (1993)
49824	Dreamgirls (2006)
2644	Dracula (1931)
90439	Margin Call (2011)
3075	Repulsion (1965)
79185	Knight and Day (2010)
31923	Three Musketeers, The (1973)
931	Spellbound (1945)
3018	Re-Animator (1985)
1111	Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)
6643	Tokyo Story (Tôkyô monogatari) (1953)
8491	White Heat (1949)
7698	China Syndrome, The (1979)
55253	Lust, Caution (Se, jie) (2007)
77800	Four Lions (2010)
4232	Spy Kids (2001)
5385	Last Waltz, The (1978)
5293	Changing Lanes (2002)
39234	North Country (2005)
2912	Limey, The (1999)
4037	House of Games (1987)
52579	Vie en Rose, La (Môme, La) (2007)
2970	Fitzcarraldo (1982)
5876	Quiet American, The (2002)
7072	Stagecoach (1939)
2527	Westworld (1973)
4508	Gorillas in the Mist (1988)
3260	Howards End (1992)
5325	Dogtown and Z-Boyz (2001)
6783	Rules of the Game, The (La règle du jeu) (1939)
900	American in Paris, An (1951)
1701	Deconstructing Harry (1997)
932	Affair to Remember, An (1957)
4437	Suspiria (1977)
412	Age of Innocence, The (1993)
6721	Once Upon a Time in China (Wong Fei Hung) (1991)
4298	Rififi (Du rififi chez les hommes) (1955)
3398	Muppets Take Manhattan, The (1984)
7926	High and Low (Tengoku to jigoku) (1963)
5364	Unfaithful (2002)
27912	Outfoxed: Rupert Murdoch's War on Journalism (2004)
1012	Old Yeller (1957)
2932	Days of Heaven (1978)
4047	Gettysburg (1993)
1883	Bulworth (1998)
3543	Diner (1982)
4036	Shadow of the Vampire (2000)
62376	City of Ember (2008)
28	Persuasion (1995)
3044	Dead Again (1991)
492	Manhattan Murder Mystery (1993)
47894	Wind That Shakes the Barley, The (2006)
1939	Best Years of Our Lives, The (1946)
43921	Running Scared (2006)
3397	Great Muppet Caper, The (1981)
27838	Mean Creek (2004)
906	Gaslight (1944)
8492	Christmas Carol, A (Scrooge) (1951)
59995	Boy A (2007)
45028	Prairie Home Companion, A (2006)
56805	Walk Hard: The Dewey Cox Story (2007)
3521	Mystery Train (1989)
249	Immortal Beloved (1994)
48744	Shortbus (2006)
2747	Little Shop of Horrors, The (1960)
3266	Man Bites Dog (C'est arrivé près de chez vous) (1992)
3203	Dead Calm (1989)
51834	Becoming Jane (2007)
1611	My Own Private Idaho (1991)
3077	42 Up (1998)
4741	Together (Tillsammans) (2000)
3470	Dersu Uzala (1975)
83132	Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)
